Participant,Seconds,angry,afraid,happy,sad,neutral
T051,2204.0,,,,,
T051,2205.0,,,,,
T051,2206.0,,,,,
T051,2207.0,,,,,
T051,2208.0,,,,,
T051,2209.0,,,,,
T051,2210.0,,,,,
T051,2211.0,,,,,
T051,2212.0,,,,,
T051,2213.0,,,,,
T051,2214.0,,,,,
T051,2215.0,,,,,
T051,2216.0,,,,,
T051,2217.0,,,,,
T051,2218.0,,,,,
T051,2219.0,,,,,
T051,2220.0,,,,,
T051,2221.0,,,,,
T051,2222.0,,,,,
T051,2223.0,,,,,
T051,2224.0,,,,,
T051,2225.0,,,,,
T051,2226.0,,,,,
T051,2227.0,,,,,
T051,2228.0,,,,,
T051,2229.0,,,,,
T051,2230.0,,,,,
T051,2231.0,,,,,
T051,2232.0,,,,,
T051,2233.0,,,,,
T051,2234.0,,,,,
T051,2235.0,,,,,
T051,2236.0,,,,,
T051,2237.0,,,,,
T051,2238.0,,,,,
T051,2239.0,,,,,
T051,2240.0,,,,,
T051,2241.0,,,,,
T051,2242.0,,,,,
T051,2243.0,,,,,
T051,2244.0,,,,,
T051,2245.0,,,,,
T051,2246.0,,,,,
T051,2247.0,,,,,
T051,2248.0,,,,,
T051,2249.0,,,,,
T051,2250.0,,,,,
T051,2251.0,,,,,
T051,2252.0,,,,,
T051,2253.0,,,,,
T051,2254.0,,,,,
T051,2255.0,,,,,
T051,2256.0,,,,,
T051,2257.0,,,,,
T051,2258.0,,,,,
T051,2259.0,,,,,
T051,2260.0,,,,,
T051,2261.0,,,,,
T051,2262.0,,,,,
T051,2263.0,,,,,
T051,2264.0,,,,,
T051,2265.0,,,,,
T051,2266.0,,,,,
T051,2267.0,,,,,
T051,2268.0,,,,,
T051,2269.0,,,,,
T051,2270.0,,,,,
T051,2271.0,,,,,
T051,2272.0,,,,,
T051,2273.0,,,,,
T051,2274.0,,,,,
T051,2275.0,,,,,
T051,2276.0,,,,,
T051,2277.0,,,,,
T051,2278.0,,,,,
T051,2279.0,,,,,
T051,2280.0,,,,,
T051,2281.0,,,,,
T051,2282.0,,,,,
T051,2283.0,,,,,
T051,2284.0,,,,,
T051,2285.0,,,,,
T051,2286.0,,,,,
T051,2287.0,,,,,
T051,2288.0,,,,,
T051,2289.0,,,,,
T051,2290.0,,,,,
T051,2291.0,,,,,
T051,2292.0,,,,,
T051,2293.0,,,,,
T051,2294.0,,,,,
T051,2295.0,,,,,
T051,2296.0,,,,,
T051,2297.0,,,,,
T051,2298.0,,,,,
T051,2299.0,,,,,
T051,2300.0,,,,,
T051,2301.0,,,,,
T051,2302.0,,,,,
T051,2303.0,,,,,
T051,2304.0,,,,,
T051,2305.0,,,,,
T051,2306.0,,,,,
T051,2307.0,,,,,
T051,2308.0,,,,,
T051,2309.0,,,,,
T051,2310.0,,,,,
T051,2311.0,,,,,
T051,2312.0,,,,,
T051,2313.0,,,,,
T051,2314.0,,,,,
T051,2315.0,,,,,
T051,2316.0,,,,,
T051,2317.0,,,,,
T051,2318.0,,,,,
T051,2319.0,,,,,
T051,2320.0,,,,,
T051,2321.0,,,,,
T051,2322.0,,,,,
T051,2323.0,,,,,
T051,2324.0,,,,,
T051,2325.0,,,,,
T051,2326.0,,,,,
T051,2327.0,,,,,
T051,2328.0,,,,,
T051,2329.0,,,,,
T051,2330.0,,,,,
T051,2331.0,,,,,
T051,2332.0,,,,,
T051,2333.0,,,,,
T051,2334.0,,,,,
T051,2335.0,,,,,
T051,2336.0,,,,,
T051,2337.0,,,,,
T051,2338.0,,,,,
T051,2339.0,,,,,
T051,2340.0,,,,,
T051,2341.0,,,,,
T051,2342.0,,,,,
T051,2343.0,,,,,
T051,2344.0,,,,,
T051,2345.0,,,,,
T051,2346.0,,,,,
T051,2347.0,,,,,
T051,2348.0,,,,,
T051,2349.0,,,,,
T051,2350.0,,,,,
T051,2351.0,,,,,
T051,2352.0,,,,,
T051,2353.0,,,,,
T051,2354.0,,,,,
T051,2355.0,,,,,
T051,2356.0,,,,,
T051,2357.0,,,,,
T051,2358.0,,,,,
T051,2359.0,,,,,
T051,2360.0,,,,,
T051,2361.0,,,,,
T051,2362.0,,,,,
T051,2363.0,,,,,
T051,2364.0,,,,,
T051,2365.0,,,,,
T051,2366.0,,,,,
T051,2367.0,,,,,
T051,2368.0,,,,,
T051,2369.0,,,,,
T051,2370.0,,,,,
T051,2371.0,,,,,
T051,2372.0,,,,,
T051,2373.0,,,,,
T051,2374.0,,,,,
T051,2375.0,,,,,
T051,2376.0,,,,,
T051,2377.0,,,,,
T051,2378.0,,,,,
T051,2379.0,,,,,
T051,2380.0,,,,,
T051,2381.0,,,,,
T051,2382.0,,,,,
T051,2383.0,,,,,
T051,2384.0,,,,,
T051,2385.0,,,,,
T051,2386.0,,,,,
T051,2387.0,,,,,
T051,2388.0,,,,,
T051,2389.0,,,,,
T051,2390.0,,,,,
T051,2391.0,,,,,
T051,2392.0,,,,,
T051,2393.0,,,,,
T051,2394.0,,,,,
T051,2395.0,,,,,
T051,2396.0,,,,,
T051,2397.0,,,,,
T051,2398.0,,,,,
T051,2399.0,,,,,
T051,2400.0,,,,,
T051,2401.0,,,,,
T051,2402.0,,,,,
T051,2403.0,,,,,
T051,2404.0,,,,,
T051,2405.0,,,,,
T051,2406.0,,,,,
T051,2407.0,,,,,
T051,2408.0,,,,,
T051,2409.0,,,,,
T051,2410.0,,,,,
T051,2411.0,,,,,
T051,2412.0,,,,,
T051,2413.0,,,,,
T051,2414.0,,,,,
T051,2415.0,,,,,
T051,2416.0,,,,,
T051,2417.0,,,,,
T051,2418.0,,,,,
T051,2419.0,,,,,
T051,2420.0,,,,,
T051,2421.0,,,,,
T051,2422.0,,,,,
T051,2423.0,,,,,
T051,2424.0,,,,,
T051,2425.0,,,,,
T051,2426.0,,,,,
T051,2427.0,,,,,
T051,2428.0,,,,,
T051,2429.0,,,,,
T051,2430.0,,,,,
T051,2431.0,,,,,
T051,2432.0,,,,,
T051,2433.0,,,,,
T051,2434.0,,,,,
T051,2435.0,,,,,
T051,2436.0,,,,,
T051,2437.0,,,,,
T051,2438.0,,,,,
T051,2439.0,,,,,
T051,2440.0,,,,,
T051,2441.0,,,,,
T051,2442.0,,,,,
T051,2443.0,,,,,
T051,2444.0,,,,,
T051,2445.0,,,,,
T051,2446.0,,,,,
T051,2447.0,,,,,
T051,2448.0,,,,,
T051,2449.0,,,,,
T051,2450.0,,,,,
T051,2451.0,,,,,
T051,2452.0,,,,,
T051,2453.0,,,,,
T051,2454.0,,,,,
T051,2455.0,,,,,
T051,2456.0,,,,,
T051,2457.0,,,,,
T051,2458.0,,,,,
T051,2459.0,,,,,
T051,2460.0,,,,,
T051,2461.0,,,,,
T051,2462.0,,,,,
T051,2463.0,,,,,
T051,2464.0,,,,,
T051,2465.0,,,,,
T051,2466.0,,,,,
T051,2467.0,,,,,
T051,2468.0,,,,,
T051,2469.0,,,,,
T051,2470.0,,,,,
T051,2471.0,,,,,
T051,2472.0,,,,,
T051,2473.0,,,,,
T051,2474.0,,,,,
T051,2475.0,,,,,
T051,2476.0,,,,,
T051,2477.0,,,,,
T051,2478.0,,,,,
T051,2479.0,,,,,
T051,2480.0,,,,,
T051,2481.0,,,,,
T051,2482.0,,,,,
T051,2483.0,,,,,
T051,2484.0,,,,,
T051,2485.0,,,,,
T051,2486.0,,,,,
T051,2487.0,,,,,
T051,2488.0,,,,,
T051,2489.0,,,,,
T051,2490.0,,,,,
T051,2491.0,,,,,
T051,2492.0,,,,,
T051,2493.0,,,,,
T051,2494.0,,,,,
T051,2495.0,,,,,
T051,2496.0,,,,,
T051,2497.0,,,,,
T051,2498.0,,,,,
T051,2499.0,,,,,
T051,2500.0,,,,,
T051,2501.0,,,,,
T051,2502.0,,,,,
T051,2503.0,,,,,
T051,2504.0,,,,,
T051,2505.0,,,,,
T051,2506.0,,,,,
T051,2507.0,,,,,
T051,2508.0,,,,,
T051,2509.0,,,,,
T051,2510.0,,,,,
T051,2511.0,,,,,
T051,2512.0,,,,,
T051,2513.0,,,,,
T051,2514.0,,,,,
T051,2515.0,,,,,
T051,2516.0,,,,,
T051,2517.0,,,,,
T051,2518.0,,,,,
T051,2519.0,,,,,
T051,2520.0,,,,,
T051,2521.0,,,,,
T051,2522.0,,,,,
T051,2523.0,,,,,
T051,2524.0,,,,,
T051,2525.0,,,,,
T051,2526.0,,,,,
T051,2527.0,,,,,
T051,2528.0,,,,,
T051,2529.0,,,,,
T051,2530.0,,,,,
T051,2531.0,,,,,
T051,2532.0,,,,,
T051,2533.0,,,,,
T051,2534.0,,,,,
T051,2535.0,,,,,
T051,2536.0,,,,,
T051,2537.0,,,,,
T051,2538.0,,,,,
T051,2539.0,,,,,
T051,2540.0,,,,,
T051,2541.0,,,,,
T051,2542.0,,,,,
T051,2543.0,,,,,
T051,2544.0,,,,,
T051,2545.0,,,,,
T051,2546.0,,,,,
T051,2547.0,,,,,
T051,2548.0,,,,,
T051,2549.0,,,,,
T051,2550.0,,,,,
T051,2551.0,,,,,
T051,2552.0,,,,,
T051,2553.0,,,,,
T051,2554.0,,,,,
T051,2555.0,,,,,
T051,2556.0,,,,,
T051,2557.0,,,,,
T051,2558.0,,,,,
T051,2559.0,,,,,
T051,2560.0,,,,,
T051,2561.0,,,,,
T051,2562.0,,,,,
T051,2563.0,,,,,
T051,2564.0,,,,,
T051,2565.0,,,,,
T051,2566.0,,,,,
T051,2567.0,,,,,
T051,2568.0,,,,,
T051,2569.0,,,,,
T051,2570.0,,,,,
T051,2571.0,,,,,
T051,2572.0,,,,,
T051,2573.0,,,,,
T051,2574.0,,,,,
T051,2575.0,,,,,
T051,2576.0,,,,,
T051,2577.0,,,,,
T051,2578.0,,,,,
T051,2579.0,,,,,
T051,2580.0,,,,,
T051,2581.0,,,,,
T051,2582.0,,,,,
T051,2583.0,,,,,
T051,2584.0,,,,,
T051,2585.0,,,,,
T051,2586.0,,,,,
T051,2587.0,,,,,
T051,2588.0,,,,,
T051,2589.0,,,,,
T051,2590.0,,,,,
T051,2591.0,,,,,
T051,2592.0,,,,,
T051,2593.0,,,,,
T051,2594.0,,,,,
T051,2595.0,,,,,
T051,2596.0,,,,,
T051,2597.0,,,,,
T051,2598.0,,,,,
T051,2599.0,,,,,
T051,2600.0,,,,,
T051,2601.0,,,,,
T051,2602.0,,,,,
T051,2603.0,,,,,
T051,2604.0,,,,,
T051,2605.0,,,,,
T051,2606.0,,,,,
T051,2607.0,,,,,
T051,2608.0,,,,,
T051,2609.0,,,,,
T051,2610.0,,,,,
T051,2611.0,,,,,
T051,2612.0,,,,,
T051,2613.0,,,,,
T051,2614.0,,,,,
T051,2615.0,,,,,
T051,2616.0,,,,,
T051,2617.0,,,,,
T051,2618.0,,,,,
T051,2619.0,,,,,
T051,2620.0,,,,,
T051,2621.0,,,,,
T051,2622.0,,,,,
T051,2623.0,,,,,
T051,2624.0,,,,,
T051,2625.0,,,,,
T051,2626.0,,,,,
T051,2627.0,,,,,
T051,2628.0,,,,,
T051,2629.0,,,,,
T051,2630.0,,,,,
T051,2631.0,,,,,
T051,2632.0,,,,,
T051,2633.0,,,,,
T051,2634.0,,,,,
T051,2635.0,,,,,
T051,2636.0,,,,,
T051,2637.0,,,,,
T051,2638.0,,,,,
T051,2639.0,,,,,
T051,2640.0,,,,,
T051,2641.0,,,,,
T051,2642.0,,,,,
T051,2643.0,,,,,
T051,2644.0,,,,,
T051,2645.0,,,,,
T051,2646.0,,,,,
T051,2647.0,,,,,
T051,2648.0,,,,,
T051,2649.0,,,,,
T051,2650.0,,,,,
T051,2651.0,,,,,
T051,2652.0,,,,,
T051,2653.0,,,,,
T051,2654.0,,,,,
T051,2655.0,,,,,
T051,2656.0,,,,,
T051,2657.0,,,,,
T051,2658.0,,,,,
T051,2659.0,,,,,
T051,2660.0,,,,,
T051,2661.0,,,,,
T051,2662.0,,,,,
T051,2663.0,,,,,
T051,2664.0,,,,,
T051,2665.0,,,,,
T051,2666.0,,,,,
T051,2667.0,,,,,
T051,2668.0,,,,,
T051,2669.0,,,,,
T051,2670.0,,,,,
T051,2671.0,,,,,
T051,2672.0,,,,,
T051,2673.0,,,,,
T051,2674.0,,,,,
T051,2675.0,,,,,
T051,2676.0,,,,,
T051,2677.0,,,,,
T051,2678.0,,,,,
T051,2679.0,,,,,
T051,2680.0,,,,,
T051,2681.0,,,,,
T051,2682.0,,,,,
T051,2683.0,,,,,
T051,2684.0,,,,,
T051,2685.0,,,,,
T051,2686.0,,,,,
T051,2687.0,,,,,
T051,2688.0,,,,,
T051,2689.0,,,,,
T051,2690.0,,,,,
T051,2691.0,,,,,
T051,2692.0,,,,,
T051,2693.0,,,,,
T051,2694.0,,,,,
T051,2695.0,,,,,
T051,2696.0,,,,,
T051,2697.0,,,,,
T051,2698.0,,,,,
T051,2699.0,,,,,
T051,2700.0,,,,,
T051,2701.0,,,,,
T051,2702.0,,,,,
T051,2703.0,,,,,
T051,2704.0,,,,,
T051,2705.0,,,,,
T051,2706.0,,,,,
T051,2707.0,,,,,
T051,2708.0,,,,,
T051,2709.0,,,,,
T051,2710.0,,,,,
T051,2711.0,,,,,
T051,2712.0,,,,,
T051,2713.0,,,,,
T051,2714.0,,,,,
T051,2715.0,,,,,
T051,2716.0,,,,,
T051,2717.0,,,,,
T051,2718.0,,,,,
T051,2719.0,,,,,
T051,2720.0,,,,,
T051,2721.0,,,,,
T051,2722.0,,,,,
T051,2723.0,,,,,
T051,2724.0,,,,,
T051,2725.0,,,,,
T051,2726.0,,,,,
T051,2727.0,,,,,
T051,2728.0,,,,,
T051,2729.0,,,,,
T051,2730.0,,,,,
T051,2731.0,,,,,
T051,2732.0,,,,,
T051,2733.0,,,,,
T051,2734.0,,,,,
T051,2735.0,,,,,
T051,2736.0,,,,,
T051,2737.0,,,,,
T051,2738.0,,,,,
T051,2739.0,,,,,
T051,2740.0,,,,,
T051,2741.0,,,,,
T051,2742.0,,,,,
T051,2743.0,,,,,
T051,2744.0,,,,,
T051,2745.0,,,,,
T051,2746.0,,,,,
T051,2747.0,,,,,
T051,2748.0,,,,,
T051,2749.0,,,,,
T051,2750.0,,,,,
T051,2751.0,,,,,
T051,2752.0,,,,,
T051,2753.0,,,,,
T051,2754.0,,,,,
T051,2755.0,,,,,
T051,2756.0,,,,,
T051,2757.0,,,,,
T051,2758.0,,,,,
T051,2759.0,,,,,
T051,2760.0,,,,,
T051,2761.0,,,,,
T051,2762.0,,,,,
T051,2763.0,,,,,
T051,2764.0,,,,,
T051,2765.0,,,,,
T051,2766.0,,,,,
T051,2767.0,,,,,
T051,2768.0,,,,,
T051,2769.0,,,,,
T051,2770.0,,,,,
T051,2771.0,,,,,
T051,2772.0,,,,,
T051,2773.0,,,,,
T051,2774.0,,,,,
T051,2775.0,,,,,
T051,2776.0,,,,,
T051,2777.0,,,,,
T051,2778.0,,,,,
T051,2779.0,,,,,
T051,2780.0,,,,,
T051,2781.0,,,,,
T051,2782.0,,,,,
T051,2783.0,,,,,
T051,2784.0,,,,,
T051,2785.0,,,,,
T051,2786.0,,,,,
T051,2787.0,,,,,
T051,2788.0,,,,,
T051,2789.0,,,,,
T051,2790.0,,,,,
T051,2791.0,,,,,
T051,2792.0,,,,,
T051,2793.0,,,,,
T051,2794.0,,,,,
T051,2795.0,,,,,
T051,2796.0,,,,,
T051,2797.0,,,,,
T051,2798.0,,,,,
T051,2799.0,,,,,
T051,2800.0,,,,,
T051,2801.0,,,,,
T051,2802.0,,,,,
T051,2803.0,,,,,
T051,2804.0,,,,,
T051,2805.0,,,,,
T051,2806.0,,,,,
T051,2807.0,,,,,
T051,2808.0,,,,,
T051,2809.0,,,,,
T051,2810.0,,,,,
T051,2811.0,,,,,
T051,2812.0,,,,,
T051,2813.0,,,,,
T051,2814.0,,,,,
T051,2815.0,,,,,
T051,2816.0,,,,,
T051,2817.0,,,,,
T051,2818.0,,,,,
T051,2819.0,,,,,
T051,2820.0,,,,,
T051,2821.0,,,,,
T051,2822.0,,,,,
T051,2823.0,,,,,
T051,2824.0,,,,,
T051,2825.0,,,,,
T051,2826.0,,,,,
T051,2827.0,,,,,
T051,2828.0,,,,,
T051,2829.0,,,,,
T051,2830.0,,,,,
T051,2831.0,,,,,
T051,2832.0,,,,,
T051,2833.0,,,,,
T051,2834.0,,,,,
T051,2835.0,,,,,
T051,2836.0,,,,,
T051,2837.0,,,,,
T051,2838.0,,,,,
T051,2839.0,,,,,
T051,2840.0,,,,,
T051,2841.0,,,,,
T051,2842.0,,,,,
T051,2843.0,,,,,
T051,2844.0,,,,,
T051,2845.0,,,,,
T051,2846.0,,,,,
T051,2847.0,,,,,
T051,2848.0,,,,,
T051,2849.0,,,,,
T051,2850.0,,,,,
T051,2851.0,,,,,
T051,2852.0,,,,,
T051,2853.0,,,,,
T051,2854.0,,,,,
T051,2855.0,,,,,
T051,2856.0,,,,,
T051,2857.0,,,,,
T051,2858.0,,,,,
T051,2859.0,,,,,
T051,2860.0,,,,,
T051,2861.0,,,,,
T051,2862.0,,,,,
T051,2863.0,,,,,
T051,2864.0,,,,,
T051,2865.0,,,,,
T051,2866.0,,,,,
T051,2867.0,,,,,
T051,2868.0,,,,,
T051,2869.0,,,,,
T051,2870.0,,,,,
T051,2871.0,,,,,
T051,2872.0,,,,,
T051,2873.0,,,,,
T051,2874.0,,,,,
T051,2875.0,,,,,
T051,2876.0,,,,,
T051,2877.0,,,,,
T051,2878.0,,,,,
T051,2879.0,,,,,
T051,2880.0,,,,,
T051,2881.0,,,,,
T051,2882.0,,,,,
T051,2883.0,,,,,
T051,2884.0,,,,,
T051,2885.0,,,,,
T051,2886.0,,,,,
T051,2887.0,,,,,
T051,2888.0,,,,,
T051,2889.0,,,,,
T051,2890.0,,,,,
T051,2891.0,,,,,
T051,2892.0,,,,,
T051,2893.0,,,,,
T051,2894.0,,,,,
T051,2895.0,,,,,
T051,2896.0,,,,,
T051,2897.0,,,,,
T051,2898.0,,,,,
T051,2899.0,,,,,
T051,2900.0,,,,,
T051,2901.0,,,,,
T051,2902.0,,,,,
T051,2903.0,,,,,
T051,2904.0,,,,,
T051,2905.0,,,,,
T051,2906.0,,,,,
T051,2907.0,,,,,
T051,2908.0,,,,,
T051,2909.0,,,,,
T051,2910.0,,,,,
T051,2911.0,,,,,
T051,2912.0,,,,,
T051,2913.0,,,,,
T051,2914.0,,,,,
T051,2915.0,,,,,
T051,2916.0,,,,,
T051,2917.0,,,,,
T051,2918.0,,,,,
T051,2919.0,,,,,
T051,2920.0,,,,,
T051,2921.0,,,,,
T051,2922.0,,,,,
T051,2923.0,,,,,
T051,2924.0,,,,,
T051,2925.0,,,,,
T051,2926.0,,,,,
T051,2927.0,,,,,
T051,2928.0,,,,,
T051,2929.0,,,,,
T051,2930.0,,,,,
T051,2931.0,,,,,
T051,2932.0,,,,,
T051,2933.0,,,,,
T051,2934.0,,,,,
T051,2935.0,,,,,
T051,2936.0,,,,,
T051,2937.0,,,,,
T051,2938.0,,,,,
T051,2939.0,,,,,
T051,2940.0,,,,,
T051,2941.0,,,,,
T051,2942.0,,,,,
T051,2943.0,,,,,
T051,2944.0,,,,,
T051,2945.0,,,,,
T051,2946.0,,,,,
T051,2947.0,,,,,
T051,2948.0,,,,,
T051,2949.0,,,,,
T051,2950.0,,,,,
T051,2951.0,,,,,
T051,2952.0,,,,,
T051,2953.0,,,,,
T051,2954.0,,,,,
T051,2955.0,,,,,
T051,2956.0,,,,,
T051,2957.0,,,,,
T051,2958.0,,,,,
T051,2959.0,,,,,
T051,2960.0,,,,,
T051,2961.0,,,,,
T051,2962.0,,,,,
T051,2963.0,,,,,
T051,2964.0,,,,,
T051,2965.0,,,,,
T051,2966.0,,,,,
T051,2967.0,,,,,
T051,2968.0,,,,,
T051,2969.0,,,,,
T051,2970.0,,,,,
T051,2971.0,,,,,
T051,2972.0,,,,,
T051,2973.0,,,,,
T051,2974.0,,,,,
T051,2975.0,,,,,
T051,2976.0,,,,,
T051,2977.0,,,,,
T051,2978.0,,,,,
T051,2979.0,,,,,
T051,2980.0,,,,,
T051,2981.0,,,,,
T051,2982.0,,,,,
T051,2983.0,,,,,
T051,2984.0,,,,,
T051,2985.0,,,,,
T051,2986.0,,,,,
T051,2987.0,,,,,
T051,2988.0,,,,,
T051,2989.0,,,,,
T051,2990.0,,,,,
T051,2991.0,,,,,
T051,2992.0,,,,,
T051,2993.0,,,,,
T051,2994.0,,,,,
T051,2995.0,,,,,
T051,2996.0,,,,,
T051,2997.0,,,,,
T051,2998.0,,,,,
T051,2999.0,,,,,
T051,3000.0,,,,,
T051,3001.0,,,,,
T051,3002.0,,,,,
T051,3003.0,,,,,
T051,3004.0,,,,,
T051,3005.0,,,,,
T051,3006.0,,,,,
T051,3007.0,,,,,
T051,3008.0,,,,,
T051,3009.0,,,,,
T051,3010.0,,,,,
T051,3011.0,,,,,
T051,3012.0,,,,,
T051,3013.0,,,,,
T051,3014.0,,,,,
T051,3015.0,,,,,
T051,3016.0,,,,,
T051,3017.0,,,,,
T051,3018.0,,,,,
T051,3019.0,,,,,
T051,3020.0,,,,,
T051,3021.0,,,,,
T051,3022.0,,,,,
T051,3023.0,,,,,
T051,3024.0,,,,,
T051,3025.0,,,,,
T051,3026.0,,,,,
T051,3027.0,,,,,
T051,3028.0,,,,,
T051,3029.0,,,,,
T051,3030.0,,,,,
T051,3031.0,,,,,
T051,3032.0,,,,,
T051,3033.0,,,,,
T051,3034.0,,,,,
T051,3035.0,,,,,
T051,3036.0,,,,,
T051,3037.0,,,,,
T051,3038.0,,,,,
T051,3039.0,,,,,
T051,3040.0,,,,,
T051,3041.0,,,,,
T051,3042.0,,,,,
T051,3043.0,,,,,
T051,3044.0,,,,,
T051,3045.0,,,,,
T051,3046.0,,,,,
T051,3047.0,,,,,
T051,3048.0,,,,,
T051,3049.0,,,,,
T051,3050.0,,,,,
T051,3051.0,,,,,
T051,3052.0,,,,,
T051,3053.0,,,,,
T051,3054.0,,,,,
T051,3055.0,,,,,
T051,3056.0,,,,,
T051,3057.0,,,,,
T051,3058.0,,,,,
T051,3059.0,,,,,
T051,3060.0,,,,,
T051,3061.0,,,,,
T051,3062.0,,,,,
T051,3063.0,,,,,
T051,3064.0,,,,,
T051,3065.0,,,,,
T051,3066.0,,,,,
T051,3067.0,,,,,
T051,3068.0,,,,,
T051,3069.0,,,,,
T051,3070.0,,,,,
T051,3071.0,,,,,
T051,3072.0,,,,,
T051,3073.0,,,,,
T051,3074.0,,,,,
T051,3075.0,,,,,
T051,3076.0,,,,,
T051,3077.0,,,,,
T051,3078.0,,,,,
T051,3079.0,,,,,
T051,3080.0,,,,,
T051,3081.0,,,,,
T051,3082.0,,,,,
T051,3083.0,,,,,
T051,3084.0,,,,,
T051,3085.0,,,,,
T051,3086.0,,,,,
T051,3087.0,,,,,
T051,3088.0,,,,,
T051,3089.0,,,,,
T051,3090.0,,,,,
T051,3091.0,,,,,
T051,3092.0,,,,,
T051,3093.0,,,,,
T051,3094.0,,,,,
T051,3095.0,,,,,
T051,3096.0,,,,,
T051,3097.0,,,,,
T051,3098.0,,,,,
T051,3099.0,,,,,
T051,3100.0,,,,,
T051,3101.0,,,,,
T051,3102.0,,,,,
T051,3103.0,,,,,
T051,3104.0,,,,,
T051,3105.0,,,,,
T051,3106.0,,,,,
T051,3107.0,,,,,
T051,3108.0,,,,,
T051,3109.0,,,,,
T051,3110.0,,,,,
T051,3111.0,,,,,
T051,3112.0,,,,,
T051,3113.0,,,,,
T051,3114.0,,,,,
T051,3115.0,,,,,
T051,3116.0,,,,,
T051,3117.0,,,,,
T051,3118.0,,,,,
T051,3119.0,,,,,
T051,3120.0,,,,,
T051,3121.0,,,,,
T051,3122.0,,,,,
T051,3123.0,,,,,
T051,3124.0,,,,,
T051,3125.0,,,,,
T051,3126.0,,,,,
T051,3127.0,,,,,
T051,3128.0,,,,,
T051,3129.0,,,,,
T051,3130.0,,,,,
T051,3131.0,,,,,
T051,3132.0,,,,,
T051,3133.0,,,,,
T051,3134.0,,,,,
T051,3135.0,,,,,
T051,3136.0,,,,,
T051,3137.0,,,,,
T051,3138.0,,,,,
T051,3139.0,,,,,
T051,3140.0,,,,,
T051,3141.0,,,,,
T051,3142.0,,,,,
T051,3143.0,,,,,
T051,3144.0,,,,,
T051,3145.0,,,,,
T051,3146.0,,,,,
T051,3147.0,,,,,
T051,3148.0,,,,,
T051,3149.0,,,,,
T051,3150.0,,,,,
T051,3151.0,,,,,
T051,3152.0,,,,,
T051,3153.0,,,,,
T051,3154.0,,,,,
T051,3155.0,,,,,
T051,3156.0,,,,,
T051,3157.0,,,,,
T051,3158.0,,,,,
T051,3159.0,,,,,
T051,3160.0,,,,,
T051,3161.0,,,,,
T051,3162.0,,,,,
T051,3163.0,,,,,
T051,3164.0,,,,,
T051,3165.0,,,,,
T051,3166.0,,,,,
T051,3167.0,,,,,
T051,3168.0,,,,,
T051,3169.0,,,,,
T051,3170.0,,,,,
T051,3171.0,,,,,
T051,3172.0,,,,,
T051,3173.0,,,,,
T051,3174.0,,,,,
T051,3175.0,,,,,
T051,3176.0,,,,,
T051,3177.0,,,,,
T051,3178.0,,,,,
T051,3179.0,,,,,
T051,3180.0,,,,,
T051,3181.0,,,,,
T051,3182.0,,,,,
T051,3183.0,,,,,
T051,3184.0,,,,,
T051,3185.0,,,,,
T051,3186.0,,,,,
T051,3187.0,,,,,
T051,3188.0,,,,,
T051,3189.0,,,,,
T051,3190.0,,,,,
T051,3191.0,,,,,
T051,3192.0,,,,,
T051,3193.0,,,,,
T051,3194.0,,,,,
T051,3195.0,,,,,
T051,3196.0,,,,,
T051,3197.0,,,,,
T051,3198.0,,,,,
T051,3199.0,,,,,
T051,3200.0,,,,,
T051,3201.0,,,,,
T051,3202.0,,,,,
T051,3203.0,,,,,
T051,3204.0,,,,,
T051,3205.0,,,,,
T051,3206.0,,,,,
T051,3207.0,,,,,
T051,3208.0,,,,,
T051,3209.0,,,,,
T051,3210.0,,,,,
T051,3211.0,,,,,
T051,3212.0,,,,,
T051,3213.0,,,,,
T051,3214.0,,,,,
T051,3215.0,,,,,
T051,3216.0,,,,,
T051,3217.0,,,,,
T051,3218.0,,,,,
T051,3219.0,,,,,
T051,3220.0,,,,,
T051,3221.0,,,,,
T051,3222.0,,,,,
T051,3223.0,,,,,
T051,3224.0,,,,,
T051,3225.0,,,,,
T051,3226.0,,,,,
T051,3227.0,,,,,
T051,3228.0,,,,,
T051,3229.0,,,,,
T051,3230.0,,,,,
T051,3231.0,,,,,
T051,3232.0,,,,,
T051,3233.0,,,,,
T051,3234.0,,,,,
T051,3235.0,,,,,
T051,3236.0,,,,,
T051,3237.0,,,,,
T051,3238.0,,,,,
T051,3239.0,,,,,
T051,3240.0,,,,,
T051,3241.0,,,,,
T051,3242.0,,,,,
T051,3243.0,,,,,
T051,3244.0,,,,,
T051,3245.0,,,,,
T051,3246.0,,,,,
T051,3247.0,,,,,
T051,3248.0,,,,,
T051,3249.0,,,,,
T051,3250.0,,,,,
T051,3251.0,,,,,
T051,3252.0,,,,,
T051,3253.0,,,,,
T051,3254.0,,,,,
T051,3255.0,,,,,
T051,3256.0,,,,,
T051,3257.0,,,,,
T051,3258.0,,,,,
T051,3259.0,,,,,
T051,3260.0,,,,,
T051,3261.0,,,,,
T051,3262.0,,,,,
T051,3263.0,,,,,
T051,3264.0,,,,,
T051,3265.0,,,,,
T051,3266.0,,,,,
T051,3267.0,,,,,
T051,3268.0,,,,,
T051,3269.0,,,,,
T051,3270.0,,,,,
T051,3271.0,,,,,
T051,3272.0,,,,,
T051,3273.0,,,,,
T051,3274.0,,,,,
T051,3275.0,,,,,
T051,3276.0,,,,,
T051,3277.0,,,,,
